branch,sep,s1,off,bias,n,regime,s1_fit,sep_fit
fc,2.5,1.3,0.75,0.03170849459041719,2,FC*,1.8039547361700623,2.528547094258344
fc,2.5,1.3,1.0,0.014357778902228058,2,FC,1.439266906844977,2.495769843798824
fc,2.5,1.3,1.1,0.014725962088042999,2,FC,1.4210010273571254,2.499704527988146
fc,2.5,1.3,1.15,0.014139690244262426,2,FC,1.4069882721165978,2.503185268205486
fc,2.5,1.3,1.25,0.015449246174414677,2,FC,1.4031126020341058,2.5056057194679227
fc,2.5,1.3,1.5,0.014349760786226073,2,FC,1.377660326188769,2.5138439454080688
fc,2.5,1.3,1.75,0.014230702922638006,2,FC,1.3720900336193256,2.5210773958913677
fc,2.5,1.3,2.0,0.014357778902228169,2,FC,1.3763895519405782,2.524353700634414
fc,2.5,1.3,2.5,0.014349760786226295,2,FC,1.384428017830063,2.529660966175921
fc,2.5,1.3,3.0,0.014357778902228224,2,FC,1.3950148053015594,2.533526356238823
fc,2.5,1.3,4.0,0.014357778902228502,2,FC,1.4088890821398674,2.537559334387053
fc,2.5,1.3,5.0,0.014357778902228335,2,FC,1.4180172364675834,2.5397735768334293
fc,2.5,1.3,6.0,0.014357778902228668,2,FC,1.4192397814047586,2.540048244469568
fc,2.5,1.3,7.0,0.014357778902228335,2,FC,1.4192397807162862,2.5400482444695673
fc,2.5,1.45,-0.25,,0,,,
fc,2.5,1.45,0.0,0.02299288628685059,2,FC*,2.6238020970119442,2.386705722642244
fc,2.5,1.45,0.25,0.022748740900293607,2,FC*,2.2009847666766746,2.462880104038188
fc,2.5,1.45,0.5,0.024166884971931868,2,FC*,2.0153320251803195,2.5017633652283706
fc,2.5,1.45,0.75,0.024382713776935405,2,FC*,1.906043323350902,2.523672482923716
fc,2.5,1.45,1.0,0.005078206480268077,2,FC,1.5398250958596114,2.494861311034831
fc,2.5,1.45,1.1,0.006261655296660229,2,FC,1.5295466128204214,2.4978229192717425
fc,2.5,1.45,1.15,0.00488114370740092,2,FC,1.5105200502318419,2.5011182991705616
fc,2.5,1.45,1.25,0.004937916195995179,2,FC,1.5027435590180511,2.5028201767440814
fc,2.5,1.45,1.5,0.0070518589216546634,2,FC,1.4984866015637563,2.509306097679082
fc,2.5,1.45,1.75,0.005192544685953149,2,FC,1.483894272576097,2.5142187403909437
fc,2.5,1.45,2.0,0.005078206480268133,2,FC,1.488900279332452,2.5178126402876644
fc,2.5,1.45,2.5,0.0070518589216548855,2,FC,1.5081996055478082,2.521604931605939
fc,2.5,1.45,3.0,0.00507820648026841,2,FC,1.508182668633435,2.5247850986723996
fc,2.5,1.45,4.0,0.005078206480268521,2,FC,1.5220595679039883,2.5278424680528757
fc,2.5,1.45,5.0,0.005078206480268521,2,FC,1.5312265888737475,2.5295329848445185
fc,2.5,1.45,6.0,0.005078206480268466,2,FC,1.5324598746249198,2.5297435038468814
fc,2.5,1.45,7.0,0.005078206480268466,2,FC,1.5324598747843097,2.5297435038468823
fc,2.5,1.7,-0.25,,0,,,
fc,2.5,1.7,0.0,0.013940899472724422,2,FC*,2.791213036189432,2.4083173707419308
fc,2.5,1.7,0.25,0.014011507766426012,2,FC*,2.382359515972527,2.4756263163683006
fc,2.5,1.7,0.5,0.013983805301056307,2,FC*,2.1768594839394417,2.506550611698793
fc,2.5,1.7,0.75,-0.002956408401268401,2,FC,1.7970582187267614,2.4848605208422647
fc,2.5,1.7,1.0,-0.0028343544210128746,2,FC,1.7318707204307235,2.495563859274193
fc,2.5,1.7,1.1,-0.0034999688714639487,2,FC,1.7078244763480463,2.499673217925548
fc,2.5,1.7,1.15,-0.002286732190805635,2,FC,1.7119284240988846,2.5000863500889823
fc,2.5,1.7,1.25,-0.0036679583269683402,2,FC,1.6921935821578478,2.503282197429122
fc,2.5,1.7,1.5,-0.003792694282498066,2,FC,1.6822592008217754,2.5064773971063636
fc,2.5,1.7,1.75,-0.0029564084012685676,2,FC,1.6864015086312345,2.5100241907136165
fc,2.5,1.7,2.0,-0.0028343544210128746,2,FC,1.6930056307545955,2.5122838513038888
fc,2.5,1.7,2.5,-0.0037926942824978993,2,FC,1.6953535338315224,2.5150878285082925
fc,2.5,1.7,3.0,-0.0028343544210127636,2,FC,1.7125806816438744,2.517097703079034
fc,2.5,1.7,4.0,-0.002834354421012597,2,FC,1.7265390145906485,2.5192302901263246
fc,2.5,1.7,5.0,-0.002834354421012486,2,FC,1.735917678644828,2.520425566294217
fc,2.5,1.7,6.0,-0.0028343544210124305,2,FC,1.7371920532102472,2.520575356929604
fc,2.5,1.7,7.0,-0.002834354421012486,2,FC,1.737192056746034,2.5205753569296037
fc,2.5,2.0,-0.25,,0,,,
fc,2.5,2.0,0.0,0.004625370833302889,2,FC*,2.908496642128574,2.4355840471249177
fc,2.5,2.0,0.25,0.004708078267220223,2,FC*,2.5308614492886945,2.491142877619569
fc,2.5,2.0,0.5,0.00592944203981749,2,FC*,2.382857497605115,2.512003482640135
fc,2.5,2.0,0.75,-0.008308594951088294,2,FC,2.0186647419074726,2.4920676617219426
fc,2.5,2.0,1.0,-0.007592026423021425,2,FC,1.9688798571074946,2.4996296128518987
fc,2.5,2.0,1.1,-0.006731126221417721,2,FC,1.9654282656695288,2.500907315914148
fc,2.5,2.0,1.15,-0.007735386959192514,2,FC,1.9476119360205666,2.503283434225988
fc,2.5,2.0,1.25,-0.006874713309449887,2,FC,1.9524286441255994,2.503578075079812
fc,2.5,2.0,1.5,-0.009024815619983667,2,FC,1.9256190870601735,2.507695086935625
fc,2.5,2.0,1.75,-0.008308594951088183,2,FC,1.9329666513042207,2.5100889366241494
fc,2.5,2.0,2.0,-0.007592026423021314,2,FC,1.9472177441340692,2.5111198754292845
fc,2.5,2.0,2.5,-0.009024815619983556,2,FC,1.9440754032334775,2.5134451219302445
fc,2.5,2.0,3.0,-0.007592026423021148,2,FC,1.9681808507786953,2.5142940852445896
fc,2.5,2.0,4.0,-0.007592026423021092,2,FC,1.9826626773642158,2.515715759432318
fc,2.5,2.0,5.0,-0.007592026423021064,2,FC,1.9924674209937732,2.516520267304199
fc,2.5,2.0,6.0,-0.007592026423021037,2,FC,1.993810501891582,2.5166215067727973
fc,2.5,2.0,7.0,-0.007592026423021064,2,FC,1.9938105046643781,2.516621506772797
fc,2.5,2.2,-0.25,,0,,,
fc,2.5,2.2,0.0,,0,,,
fc,2.5,2.2,0.25,0.001542492674727225,2,FC*,2.6716881299397564,2.4979445466762304
fc,2.5,2.2,0.5,5.7596464063031094e-05,2,FC*,2.4732245344644825,2.516075145140587
fc,2.5,2.2,0.75,-0.009331458208049287,2,FC,2.180385448297166,2.495603485860494
fc,2.5,2.2,1.0,-0.00867614722891999,2,FC,2.142773769111311,2.500382742525086
fc,2.5,2.2,1.1,-0.00975905848548067,2,FC,2.1150495123618134,2.5031805535771428
fc,2.5,2.2,1.15,-0.00880727761093611,2,FC,2.118534576600983,2.5048150185441296
fc,2.5,2.2,1.25,-0.009889111257942923,2,FC,2.104943028833862,2.5053225707457467
fc,2.5,2.2,1.5,-0.009986160099545283,2,FC,2.1004967031614443,2.5083412277334354
fc,2.5,2.2,1.75,-0.009331458208049231,2,FC,2.1096676559675025,2.51021756580045
fc,2.5,2.2,2.0,-0.00867614722891985,2,FC,2.124254983546166,2.510149663024098
fc,2.5,2.2,2.5,-0.0099861600995452,2,FC,2.122091252684027,2.5128586991820576
fc,2.5,2.2,3.0,-0.008676147228919934,2,FC,2.1457834298778975,2.512871053627913
fc,2.5,2.2,4.0,-0.008676147228919712,2,FC,2.160961162407602,2.514111148837365
fc,2.5,2.2,5.0,-0.0086761472289196,2,FC,2.171400643015348,2.5148198165074644
fc,2.5,2.2,6.0,-0.008676147228919434,2,FC,2.1728423825238625,2.514909364614955
fc,2.5,2.2,7.0,-0.0086761472289196,2,FC,2.1728423822620444,2.514909364614956
fc,2.5,2.6,-0.25,,0,,,
fc,2.5,2.6,0.0,,0,,,
fc,2.5,2.6,0.25,-0.004316237059854566,2,FC*,2.893144097047296,2.510108392838167
fc,2.5,2.6,0.5,-0.005685558098586563,2,FC*,2.7328416780950446,2.520413594099236
fc,2.5,2.6,0.75,-0.010731906656481383,2,FC,2.504745056649194,2.500309832620755
fc,2.5,2.6,1.0,-0.011116758462930781,2,FC,2.4565372138492942,2.5049711489743305
fc,2.5,2.6,1.1,-0.011742102386515907,2,FC,2.4431099039932587,2.5063389760636223
fc,2.5,2.6,1.15,-0.010760886389691054,2,FC,2.4498944249446675,2.5073102739341793
fc,2.5,2.6,1.25,-0.011854316349246968,2,FC,2.4370472901143883,2.507826408974474
fc,2.5,2.6,1.5,-0.011293241432601658,2,FC,2.4452881600740177,2.5092837264605317
fc,2.5,2.6,1.75,-0.010731906656481327,2,FC,2.4573180480484345,2.510558841054163
fc,2.5,2.6,2.0,-0.011116758462930726,2,FC,2.461450109823725,2.5111697778023023
fc,2.5,2.6,2.5,-0.011293241432601409,2,FC,2.472109134130185,2.5123768081706914
fc,2.5,2.6,3.0,-0.011116758462930587,2,FC,2.486780447706215,2.512865433057461
fc,2.5,2.6,4.0,-0.011116758462930698,2,FC,2.503707361761558,2.513644349881969
fc,2.5,2.6,5.0,-0.011116758462930532,2,FC,2.5152697182389163,2.514091608860756
fc,2.5,2.6,6.0,-0.011116758462930532,2,FC,2.5168690218485015,2.5141482553620427
fc,2.5,2.6,7.0,-0.011116758462930282,2,FC,2.516869014718848,2.514148255362042
fc,2.5,3.0,-0.25,,0,,,
fc,2.5,3.0,0.0,,0,,,
fc,2.5,3.0,0.25,-0.009781873779617978,2,FC*,3.033897756194138,2.5208692583669654
fc,2.5,3.0,0.5,-0.00881621388827486,2,FC*,3.015051881274682,2.5226393226312025
fc,2.5,3.0,0.75,-0.012107947384996792,2,FC,2.8053390263983244,2.5046967929165036
fc,2.5,3.0,1.0,-0.011608741670270345,2,FC,2.794977758731241,2.506526621802993
fc,2.5,3.0,1.1,-0.011009142055465854,2,FC,2.797259677987295,2.507739789539058
fc,2.5,3.0,1.15,-0.011708600155885207,2,FC,2.783484823441023,2.508405687741204
fc,2.5,3.0,1.25,-0.011109146235079498,2,FC,2.795388923883703,2.508778770242914
fc,2.5,3.0,1.5,-0.012170758754393718,2,FC,2.7816645472185932,2.5105199361759643
fc,2.5,3.0,1.75,-0.012107947384996653,2,FC,2.788310866898641,2.511837486378053
fc,2.5,3.0,2.0,-0.011608741670270373,2,FC,2.8095994610446127,2.511251935783636
fc,2.5,3.0,2.5,-0.012170758754393718,2,FC,2.815175752602663,2.5126463058697683
fc,2.5,3.0,3.0,-0.01160874167027015,2,FC,2.838234977994685,2.5125834536853677
fc,2.5,3.0,4.0,-0.011608741670270067,2,FC,2.857500985483301,2.5132064586983898
fc,2.5,3.0,5.0,-0.011608741670270178,2,FC,2.8707992235131594,2.513567571115754
fc,2.5,3.0,6.0,-0.011608741670269845,2,FC,2.8726486591506615,2.5136134919003683
fc,2.5,3.0,7.0,-0.011608741670269956,2,FC,2.872648679760627,2.5136134919003683
fc,2.5,4.0,-0.25,,0,,,
fc,2.5,4.0,0.0,,0,,,
fc,2.5,4.0,0.25,-0.013193249699504306,2,FC*,3.6646395207509856,2.5286219233148453
fc,2.5,4.0,0.5,-0.012727399924172433,2,FC,3.662791312550585,2.5055167873191317
fc,2.5,4.0,0.75,-0.01232193159847933,2,FC,3.60616188265598,2.5083979589500176
fc,2.5,4.0,1.0,-0.011916656925874125,2,FC,3.613506590209936,2.5097264182149583
fc,2.5,4.0,1.1,-0.012610761454111774,2,FC,3.5870069119270775,2.5115773033835707
fc,2.5,4.0,1.15,-0.011997718502463256,2,FC,3.6096870020971563,2.5109537875768337
fc,2.5,4.0,1.25,-0.012321195507121324,2,FC,3.6067995660222367,2.5116425376017855
fc,2.5,4.0,1.5,-0.012727399924172295,2,FC,3.6078968769621795,2.512452907536453
fc,2.5,4.0,1.75,-0.012321931598479219,2,FC,3.6312041958996293,2.5124369473155097
fc,2.5,4.0,2.0,-0.011916656925874014,2,FC,3.6633894324183234,2.512103711982969
fc,2.5,4.0,2.5,-0.012727399924172239,2,FC,3.660636858576801,2.5135140456170113
fc,2.5,4.0,3.0,-0.011916656925874042,2,FC,3.7044017979769945,2.512798622207862
fc,2.5,4.0,4.0,-0.011916656925873736,2,FC,3.7311524896012696,2.513129656881876
fc,2.5,4.0,5.0,-0.01191665692587382,2,FC,3.749583676408803,2.5133232882645284
fc,2.5,4.0,6.0,-0.011916656925873653,2,FC,3.752155851578675,2.5133480238126236
fc,2.5,4.0,7.0,-0.011916656925873625,2,FC,3.7521558211896027,2.5133480238126227
fc,2.5,6.0,-0.25,,0,,,
fc,2.5,6.0,0.0,,0,,,
fc,2.5,6.0,0.25,-0.01728932937256497,2,FC*,4.6886779343433425,2.5334355969245475
fc,2.5,6.0,0.5,-0.012020690481214596,2,FC,5.1047078509873725,2.5107738596330647
fc,2.5,6.0,0.75,-0.011691409508482992,2,FC,5.1248993270112715,2.511569809434742
fc,2.5,6.0,1.0,-0.011702178403390828,2,FC,5.17173831107938,2.5118387947640644
fc,2.5,6.0,1.1,-0.012284417150455806,2,FC,5.13652612618663,2.51333049201655
fc,2.5,6.0,1.15,-0.011766854954299771,2,FC,5.177858769628398,2.5126660156402245
fc,2.5,6.0,1.25,-0.011378848696393079,2,FC,5.220552635229244,2.512342694647937
fc,2.5,6.0,1.5,-0.012020690481214513,2,FC,5.209291124122667,2.51329414425848
fc,2.5,6.0,1.75,-0.011691409508482853,2,FC,5.252548127098743,2.513151362595968
fc,2.5,6.0,2.0,-0.011702178403390912,2,FC,5.290444473046536,2.5127649952764006
fc,2.5,6.0,2.5,-0.012020690481214319,2,FC,5.3088696572776115,2.5137002877830446
fc,2.5,6.0,3.0,-0.011702178403390856,2,FC,5.363896148314062,2.51304998753076
fc,2.5,6.0,4.0,-0.01170217840339069,2,FC,5.410881237945846,2.5131881530006535
fc,2.5,6.0,5.0,-0.011702178403390884,2,FC,5.443253892233395,2.513269686451208
fc,2.5,6.0,6.0,-0.0117021784033908,2,FC,5.447786478011398,2.513280165900992
fc,2.5,6.0,7.0,-0.011702178403390606,2,FC,5.4477863892158975,2.5132801659009916
fc,2.5,10.0,-0.25,,0,,,
fc,2.5,10.0,0.0,,0,,,
fc,2.5,10.0,0.25,-0.01907096112963544,2,FC*,6.575298096883264,2.531519578510678
fc,2.5,10.0,0.5,-0.011573051255144934,2,FC,7.675380570290216,2.5127903990516165
fc,2.5,10.0,0.75,-0.011301731613540006,2,FC,7.790677921047703,2.513212856714264
fc,2.5,10.0,1.0,-0.011031548325070528,2,FC,7.974415897875429,2.5126882927281953
fc,2.5,10.0,1.1,-0.010960997434154574,2,FC,8.019305740919261,2.5127312030145363
fc,2.5,10.0,1.15,-0.011085526355257141,2,FC,7.998956650710773,2.513337286584676
fc,2.5,10.0,1.25,-0.011013973712540565,2,FC,8.06579310405425,2.5128187968797238
fc,2.5,10.0,1.5,-0.011573051255145128,2,FC,8.046479287803571,2.5136006061878886
fc,2.5,10.0,1.75,-0.01130173161354009,2,FC,8.13804658535382,2.5136138673846724
fc,2.5,10.0,2.0,-0.011031548325070417,2,FC,8.264253748796364,2.5129204518577337
fc,2.5,10.0,2.5,-0.011573051255144823,2,FC,8.260850612657476,2.5137523007171465
fc,2.5,10.0,3.0,-0.011031548325070528,2,FC,8.428357657716843,2.5129952171553933
fc,2.5,10.0,4.0,-0.011031548325070528,2,FC,8.532998848060334,2.5130318520106676
fc,2.5,10.0,5.0,-0.011031548325070417,2,FC,8.605453692937623,2.5130535687617206
fc,2.5,10.0,6.0,-0.011031548325070417,2,FC,8.615645085405797,2.5130563973528997
fc,2.5,10.0,7.0,-0.011031548325070362,2,FC,8.615645997108246,2.5130563973528997
fc,3.0,0.4,-0.25,0.11374456792061383,2,FC*,1.4505228270890427,2.7680958802864692
fc,3.0,0.4,0.0,0.11265407614441664,2,FC*,1.2426353542880624,2.916011577262317
fc,3.0,0.4,0.25,0.11428508441814789,2,FC*,1.1160995837715701,3.0414265364614113
fc,3.0,0.4,0.5,0.1121036456337689,2,FC*,1.0134468552030635,3.1437034904136025
fc,3.0,0.4,0.75,0.11374456792061383,2,FC*,0.9464876553742066,3.232757304759165
fc,3.0,0.4,1.0,0.1126540761444173,2,FC*,0.8814372740842811,3.30476796907925
fc,3.0,0.4,1.1,0.11460972546368026,2,FC*,0.8673158621701514,3.332935254092877
fc,3.0,0.4,1.15,0.11232630237556807,2,FC*,0.8524768524445885,3.3420815913632236
fc,3.0,0.4,1.25,0.11428508441814883,2,FC*,0.8397847456685981,3.367550602145408
fc,3.0,0.4,1.5,0.11210364563376907,2,FC*,0.7992371230880819,3.41612949632347
fc,3.0,0.4,1.75,0.11374456792061421,2,FC*,0.7739218279704887,3.4611350576169295
fc,3.0,0.4,2.0,0.1126540761444173,2,FC*,0.744571595458875,3.4941645035655933
fc,3.0,0.4,2.5,0.14398518876700622,2,FC,0.5988415648782321,3.5337053468770843
fc,3.0,0.4,3.0,0.1449441203927868,2,FC,0.5856485698526968,3.5773224776732384
fc,3.0,0.4,4.0,0.14494412039278642,2,FC,0.5883206127465775,3.634236186529826
fc,3.0,0.4,5.0,0.14494412039278676,2,FC,0.5968108659560776,3.6718730126131067
fc,3.0,0.4,6.0,0.1449441203927866,2,FC,0.5969363191287265,3.6723270610258014
fc,3.0,0.4,7.0,0.14494412039278726,2,FC,0.596936318911645,3.6723270610258023
fc,3.0,0.6,-0.25,0.08492313370051302,2,FC*,1.876016910977162,2.6916056169380047
fc,3.0,0.6,0.0,0.08474195522144651,2,FC*,1.5753821835293023,2.8309274760941476
fc,3.0,0.6,0.25,0.08477380204491941,2,FC*,1.3832524836872118,2.938663640889785
fc,3.0,0.6,0.5,0.08617001145733771,2,FC*,1.2592506246227084,3.023696884619809
fc,3.0,0.6,0.75,0.08492313370051324,2,FC*,1.1568302230457985,3.0884864913858894
fc,3.0,0.6,1.0,0.08474195522144712,2,FC*,1.0897634893639019,3.1395379598815616
fc,3.0,0.6,1.1,0.0850534919570477,2,FC*,1.06856134421587,3.155436218026459
fc,3.0,0.6,1.15,0.08446118075143766,2,FC*,1.057030836970225,3.1635410979011738
fc,3.0,0.6,1.25,0.08477380204491991,2,FC*,1.039699925790469,3.176951400554116
fc,3.0,0.6,1.5,0.08617001145733788,2,FC*,1.005203985996849,3.207618266435518
fc,3.0,0.6,1.75,0.09180685989751841,2,FC,0.8336463718967808,3.163750878861138
fc,3.0,0.6,2.0,0.09087530892474455,2,FC,0.8037892931379291,3.181424014995855
fc,3.0,0.6,2.5,0.09317256817025199,2,FC,0.787772415066532,3.209838032636032
fc,3.0,0.6,3.0,0.09087530892474466,2,FC,0.7786187622332048,3.229335175397839
fc,3.0,0.6,4.0,0.09087530892474383,2,FC,0.7859878683456201,3.25555752128062
fc,3.0,0.6,5.0,0.09087530892474471,2,FC,0.7934645435453602,3.2706962422840995
fc,3.0,0.6,6.0,0.09087530892474499,2,FC,0.7934645437211616,3.2706962422841013
fc,3.0,0.6,7.0,0.09087530892474494,2,FC,0.7934645438631671,3.2706962422841
fc,3.0,0.7,-0.25,0.07158662001698918,2,FC*,2.068548290556439,2.681311554869585
fc,3.0,0.7,0.0,0.07292143234137821,2,FC*,1.7108562571746786,2.818087063460605
fc,3.0,0.7,0.25,0.07159328713529423,2,FC*,1.4873694820421373,2.9208060336106225
fc,3.0,0.7,0.5,0.07156831135836245,2,FC*,1.3371043082941578,2.997912044527258
fc,3.0,0.7,0.75,0.07158662001698946,2,FC*,1.2461179641826634,3.0539403658339475
fc,3.0,0.7,1.0,0.07292143234137866,2,FC*,1.1792825438952095,3.0961094515870746
fc,3.0,0.7,1.1,0.07186020611619087,2,FC*,1.155037269213736,3.1092773269459393
fc,3.0,0.7,1.15,0.07265473496034591,2,FC*,1.146205637000559,3.1155263855387942
fc,3.0,0.7,1.25,0.07159328713529473,2,FC*,1.1257017761848473,3.1264740632872687
fc,3.0,0.7,1.5,0.07076728014055417,2,FC,0.939665091822024,3.0782822442457873
fc,3.0,0.7,1.75,0.07303430485120471,2,FC,0.9143137329161226,3.0972495907710753
fc,3.0,0.7,2.0,0.07411663853372424,2,FC,0.8945138400151096,3.1127600397858095
fc,3.0,0.7,2.5,0.07076728014055433,2,FC,0.8679930250075147,3.1305579635740424
fc,3.0,0.7,3.0,0.07411663853372419,2,FC,0.8758994942204332,3.149018342933635
fc,3.0,0.7,4.0,0.07411663853372374,2,FC,0.8832639793168463,3.1675928551108785
fc,3.0,0.7,5.0,0.07411663853372458,2,FC,0.8904633611077015,3.177948719173407
fc,3.0,0.7,6.0,0.07411663853372469,2,FC,0.8904633607683231,3.177948719173407
fc,3.0,0.7,7.0,0.07411663853372463,2,FC,0.8904633607591064,3.177948719173407
fc,3.0,0.8,-0.25,0.0616820463498261,2,FC*,2.2460189584573396,2.6829675864657263
fc,3.0,0.8,0.0,0.059056445530807244,2,FC*,1.7952867757658706,2.819195488229765
fc,3.0,0.8,0.25,0.05911979141181123,2,FC*,1.560917276211574,2.916727073489474
fc,3.0,0.8,0.5,0.06040170380023224,2,FC*,1.4278462083161356,2.98462131904419
fc,3.0,0.8,0.75,0.06168204634982627,2,FC*,1.3318042899044085,3.033835976425845
fc,3.0,0.8,1.0,0.05905644553080752,2,FC*,1.2482663224703954,3.068000781944735
fc,3.0,0.8,1.1,0.05937630823108042,2,FC*,1.229232177696865,3.0791940775171134
fc,3.0,0.8,1.15,0.06016961264700377,2,FC*,1.2207274844570946,3.0829231406908146
fc,3.0,0.8,1.25,0.05911979141181167,2,FC*,1.1995349172988168,3.0928597837436045
fc,3.0,0.8,1.5,0.054479039031352594,2,FC,1.0103523555449774,3.0411211277414774
fc,3.0,0.8,1.75,0.055482544862424044,2,FC,0.9848607229530182,3.0537991617992373
fc,3.0,0.8,2.0,0.05426192974247851,2,FC,0.9633993160903556,3.0651942311654827
fc,3.0,0.8,2.5,0.054479039031352816,2,FC,0.9515557194672308,3.082454549617953
fc,3.0,0.8,3.0,0.054261929742478454,2,FC,0.9512124820678339,3.0930591772099842
fc,3.0,0.8,4.0,0.05426192974247851,2,FC,0.9592641896674412,3.106645824395925
fc,3.0,0.8,5.0,0.054261929742479176,2,FC,0.9665486083075361,3.114076914543118
fc,3.0,0.8,6.0,0.054261929742479065,2,FC,0.9665486083313146,3.1140769145431184
fc,3.0,0.8,7.0,0.0542619297424794,2,FC,0.9665486084574266,3.1140769145431184
fc,3.0,0.9,-0.25,0.05035765027063638,2,FC*,2.377951160572325,2.6924192282241313
fc,3.0,0.9,0.0,0.04908407861528241,2,FC*,1.8830765280726958,2.825978475693839
fc,3.0,0.9,0.25,0.050308421253074054,2,FC*,1.64657621336483,2.917180135666791
fc,3.0,0.9,0.5,0.051532664684371565,2,FC*,1.5087350048280879,2.978449637043804
fc,3.0,0.9,0.75,0.05035765027063638,2,FC*,1.4020772309636484,3.0224665568578883
fc,3.0,0.9,1.0,0.049084078615282745,2,FC*,1.3221271672160642,3.0498020124530907
fc,3.0,0.9,1.1,0.050553271806092925,2,FC*,1.3084260626671653,3.058898153150662
fc,3.0,0.9,1.15,0.04883918144165422,2,FC*,1.2920222366864995,3.0622458551014264
fc,3.0,0.9,1.25,0.037257377636556566,2,FC,1.1072296548716247,3.0014406028015816
fc,3.0,0.9,1.5,0.03817537986109315,2,FC,1.0718807196168891,3.0165200232531593
fc,3.0,0.9,1.75,0.039094445125209265,2,FC,1.0487840841017089,3.028766154006755
fc,3.0,0.9,2.0,0.04001476568516421,2,FC,1.0382027527306168,3.0380560299098662
fc,3.0,0.9,2.5,0.038175379861093206,2,FC,1.0227726780483766,3.049954058017207
fc,3.0,0.9,3.0,0.04001476568516438,2,FC,1.0309518262225095,3.0594434544373463
fc,3.0,0.9,4.0,0.040014765685164655,2,FC,1.039330848450581,3.0694512877262854
fc,3.0,0.9,5.0,0.04001476568516471,2,FC,1.0465023665123945,3.0748543466955383
fc,3.0,0.9,6.0,0.04001476568516499,2,FC,1.0465023669535873,3.0748543466955383
fc,3.0,0.9,7.0,0.040014765685165044,2,FC,1.0465023667780577,3.0748543466955383
fc,3.0,1.0,-0.25,0.04182544017825229,2,FC*,2.4780308820029786,2.7050726387211417
fc,3.0,1.0,0.0,0.04075232743601437,2,FC*,1.9826059865947303,2.8355854728589005
fc,3.0,1.0,0.25,0.04193494787817126,2,FC*,1.7299710497593828,2.922169316771767
fc,3.0,1.0,0.5,0.04065394130833838,2,FC*,1.5576208165449614,2.9782852198317054
fc,3.0,1.0,0.75,0.04182544017825246,2,FC*,1.4685954183636853,3.0143797183215764
fc,3.0,1.0,1.0,0.040752327436014535,2,FC*,1.4010087816634746,3.039164019790687
fc,3.0,1.0,1.1,0.025909237809875807,2,FC,1.2034481431244535,2.981148436072865
fc,3.0,1.0,1.15,0.025482108563271655,2,FC,1.1901068466431688,2.9854300737776485
fc,3.0,1.0,1.25,0.025742387939934885,2,FC,1.1734176808655705,2.990064917561627
fc,3.0,1.0,1.5,0.025649085746221045,2,FC,1.1371519847826468,3.0025386793798257
fc,3.0,1.0,1.75,0.024813244780388988,2,FC,1.1100197891059822,3.0126091078400163
fc,3.0,1.0,2.0,0.02564940050294684,2,FC,1.101565134579113,3.0203287922273416
fc,3.0,1.0,2.5,0.025649085746221156,2,FC,1.0955327537654367,3.029785949499372
fc,3.0,1.0,3.0,0.025649400502946895,2,FC,1.0980287814200862,3.0371925098178916
fc,3.0,1.0,4.0,0.025649400502946895,2,FC,1.1067497855088604,3.0448760474140624
fc,3.0,1.0,5.0,0.025649400502947006,2,FC,1.113907167701635,3.049010850737498
fc,3.0,1.0,6.0,0.02564940050294723,2,FC,1.1139071675494154,3.0490108507374982
fc,3.0,1.0,7.0,0.02564940050294734,2,FC,1.1139071686532063,3.0490108507374987
fc,3.0,1.1,-0.25,0.03459936396317553,2,FC*,2.605007845957668,2.718332776249712
fc,3.0,1.1,0.0,0.034437631833075355,2,FC*,2.056871331033099,2.8469378121022495
fc,3.0,1.1,0.25,0.03345671925266097,2,FC*,1.7824787298636764,2.9307305322697443
fc,3.0,1.1,0.5,0.034591380344939415,2,FC*,1.6441535707304658,2.9797023251989847
fc,3.0,1.1,0.75,0.0345993639631757,2,FC*,1.5418771160936642,3.011250675824771
fc,3.0,1.1,1.0,0.018265204607524843,2,FC,1.3013352311101047,2.9713994031751128
fc,3.0,1.1,1.1,0.01612520926803851,2,FC,1.2641210327332724,2.978784001312903
fc,3.0,1.1,1.15,0.018112123621404852,2,FC,1.2680802728330653,2.9802366146461976
fc,3.0,1.1,1.25,0.015972550507842964,2,FC,1.2357310968931479,2.9864793929214404
fc,3.0,1.1,1.5,0.016736050471401087,2,FC,1.2070148643609389,2.996710211723272
fc,3.0,1.1,1.75,0.017500196344666374,2,FC,1.1900499222263254,3.0054352744291295
fc,3.0,1.1,2.0,0.018265204607524843,2,FC,1.18365794182062,3.0102386388722313
fc,3.0,1.1,2.5,0.016736050471401587,2,FC,1.1726802488483754,3.018896462388045
fc,3.0,1.1,3.0,0.0182652046075249,2,FC,1.1811530480816852,3.024063442635502
fc,3.0,1.1,4.0,0.01826520460752501,2,FC,1.1896681313901116,3.0302766891874287
fc,3.0,1.1,5.0,0.018265204607525176,2,FC,1.1967064591541914,3.033632986850451
fc,3.0,1.1,6.0,0.018265204607525176,2,FC,1.1967064588193415,3.033632986850452
fc,3.0,1.1,7.0,0.018265204607525176,2,FC,1.1967064595432133,3.0336329868504524
fc,3.0,1.2,-0.25,0.02904147209735064,2,FC*,2.757360264116535,2.7301649204498952
fc,3.0,1.2,0.0,0.027767562025334036,2,FC*,2.1187768738391046,2.8606263967785557
fc,3.0,1.2,0.25,0.0279282874891017,2,FC*,1.843978110066513,2.9380804928312214
