branch,sep,s1,off,bias,n,regime,s1_fit,sep_fit
fc,10.0,0.9,7.0,0.0009907732767415744,2,FC,0.9655532385566508,9.954177333528808
fc,10.0,1.0,-0.25,0.004174380198163408,2,FC*,1.3442379800370534,9.799739832741158
fc,10.0,1.0,0.0,0.004277536074524191,2,FC*,1.2512085395365309,9.872431643150556
fc,10.0,1.0,0.25,0.004381024384904231,2,FC*,1.1916153766935365,9.918734333969601
fc,10.0,1.0,0.5,0.004149765418833773,2,FC*,1.1443426801559293,9.94943527356465
fc,10.0,1.0,0.75,0.004174380198163685,2,FC*,1.1194305377220075,9.967266654156608
fc,10.0,1.0,1.0,0.004277536074524302,2,FC*,1.1041953137191771,9.977489321900388
fc,10.0,1.0,1.1,0.0007066838924855157,2,FC,1.1537518184895443,9.91660218556547
fc,10.0,1.0,1.15,0.0006647090544699696,2,FC,1.1447951585121927,9.920367864892164
fc,10.0,1.0,1.25,0.0007006884717172257,2,FC,1.138281333335221,9.924850845600144
fc,10.0,1.0,1.5,0.0007076069600165935,2,FC,1.1144533981869462,9.93700763917034
fc,10.0,1.0,1.75,0.0007379880908284786,2,FC,1.0948258574934284,9.947007253354009
fc,10.0,1.0,2.0,0.0006707068027186347,2,FC,1.0776513860125911,9.954187628098028
fc,10.0,1.0,2.5,0.00070760696001676,2,FC,1.0618849003988164,9.961125634453737
fc,10.0,1.0,3.0,0.0006707068027185792,2,FC,1.0608742779870615,9.96157934059059
fc,10.0,1.0,4.0,0.0006707068027186347,2,FC,1.0608742785282077,9.961579340590589
fc,10.0,1.0,5.0,0.0006707068027187457,2,FC,1.0608742777498528,9.961579340590589
fc,10.0,1.0,6.0,0.0006707068027185237,2,FC,1.060874280505732,9.961579340590593
fc,10.0,1.0,7.0,0.0006707068027186347,2,FC,1.060874280584914,9.96157934059059
fc,10.0,1.1,-0.25,0.0031511104230320663,2,FC*,1.4221030006477418,9.831308533974301
fc,10.0,1.1,0.0,0.00324659454452475,2,FC*,1.328411818484433,9.897173292901059
fc,10.0,1.1,0.25,0.0033424094849506814,2,FC*,1.2705074864429675,9.936881045436
fc,10.0,1.1,0.5,0.003379678241723194,2,FC*,1.2358474014115128,9.959637043400146
fc,10.0,1.1,0.75,0.0031511104230320663,2,FC*,1.2028509464183146,9.975701800245979
fc,10.0,1.1,1.0,0.0004977938194470344,2,FC,1.2661955857616505,9.922376450608864
fc,10.0,1.1,1.1,0.00046996148434735874,2,FC,1.2515358868975386,9.929658838154776
fc,10.0,1.1,1.15,0.0004921425993123507,2,FC,1.2479628848573967,9.931035425758278
fc,10.0,1.1,1.25,0.0004644699627762705,2,FC,1.234653433835176,9.936801152635542
fc,10.0,1.1,1.5,0.000470292639127623,2,FC,1.2092500047611683,9.947205345700992
fc,10.0,1.1,1.75,0.0004981486095725352,2,FC,1.1889542855827022,9.955677326678838
fc,10.0,1.1,2.0,0.0004977938194471454,2,FC,1.1754941728843704,9.960381920809784
fc,10.0,1.1,2.5,0.0004702926391276785,2,FC,1.15638223503081,9.96710482826381
fc,10.0,1.1,3.0,0.0004977938194470344,2,FC,1.1584991817400492,9.96654282450152
fc,10.0,1.1,4.0,0.0004977938194470899,2,FC,1.1584991843998445,9.96654282450152
fc,10.0,1.1,5.0,0.0004977938194469234,2,FC,1.158499178826044,9.966542824501524
fc,10.0,1.1,6.0,0.0004977938194469234,2,FC,1.1584991818384016,9.966542824501524
fc,10.0,1.1,7.0,0.0004977938194470344,2,FC,1.1584991817935641,9.966542824501524
fc,10.0,1.2,-0.25,0.002645505650417379,2,FC*,1.5324096696609397,9.846673373926118
fc,10.0,1.2,0.0,0.002501829502569053,2,FC*,1.4070291212208392,9.916674869334269
fc,10.0,1.2,0.25,0.0025916770604806905,2,FC*,1.351381194637581,9.9505060260339
fc,10.0,1.2,0.5,0.002625550642820329,2,FC*,1.3195296815500688,9.968778956334464
fc,10.0,1.2,0.75,0.002645505650417601,2,FC*,1.2974804243297098,9.980235424920721
fc,10.0,1.2,1.0,0.00030187417906407665,2,FC,1.366080614217739,9.932604390442561
fc,10.0,1.2,1.1,0.0003330011941358735,2,FC,1.3509218783074923,9.939392523026719
fc,10.0,1.2,1.15,0.00029668601310300913,2,FC,1.3461139003715372,9.94031499295663
fc,10.0,1.2,1.25,0.0003278132251879895,2,FC,1.3326384571310927,9.945624360584917
fc,10.0,1.2,1.5,0.0003331728898252062,2,FC,1.305732332845742,9.954625047414897
fc,10.0,1.2,1.75,0.00027592969424211633,2,FC,1.2833461881739958,9.961839459138337
fc,10.0,1.2,2.0,0.0003018741790637436,2,FC,1.270658340590527,9.965555883655222
fc,10.0,1.2,2.5,0.0003331728898252062,2,FC,1.252608169312702,9.971318063061657
fc,10.0,1.2,3.0,0.0003018741790637991,2,FC,1.2539642212969468,9.970660579434682
fc,10.0,1.2,4.0,0.0003018741790639101,2,FC,1.2539642261810058,9.970660579434679
fc,10.0,1.2,5.0,0.0003018741790638546,2,FC,1.2539642262370598,9.970660579434682
fc,10.0,1.2,6.0,0.00030187417906413216,2,FC,1.2539642206566706,9.970660579434679
fc,10.0,1.2,7.0,0.0003018741790637991,2,FC,1.2539642224189045,9.970660579434682
fc,10.0,1.3,-0.25,0.0020886766659257705,2,FC*,1.6153480356373153,9.867690254267341
fc,10.0,1.3,0.0,0.00195471309595574,2,FC*,1.4871508422063835,9.93210834340899
fc,10.0,1.3,0.25,0.0020399402671157363,2,FC*,1.434208793858265,9.960758085173495
fc,10.0,1.3,0.5,0.0020711787772338397,2,FC*,1.4052717287064302,9.975355260626682
fc,10.0,1.3,0.75,0.0020886766659256595,2,FC*,1.3854397337081465,9.984329250073351
fc,10.0,1.3,1.0,0.0001787523464611973,2,FC,1.4603459551565257,9.94238887642516
fc,10.0,1.3,1.1,0.00020801865081165882,2,FC,1.4511709165121789,9.946525789135935
fc,10.0,1.3,1.15,0.0001738745648500184,2,FC,1.4393323848450401,9.949136619464337
fc,10.0,1.3,1.25,0.00020314060382198296,2,FC,1.4314965270297129,9.952013787610815
fc,10.0,1.3,1.5,0.00020779568664019976,2,FC,1.4031059307689593,9.959896336830322
fc,10.0,1.3,1.75,0.00015436049665767948,2,FC,1.380003523195204,9.966205263824992
fc,10.0,1.3,2.0,0.0001787523464611973,2,FC,1.3638712250168599,9.970465812913165
fc,10.0,1.3,2.5,0.00020779568664019976,2,FC,1.3495728099031172,9.974158030997067
fc,10.0,1.3,3.0,0.00017875234646136384,2,FC,1.348102081487276,9.97462125426872
fc,10.0,1.3,4.0,0.0001787523464611418,2,FC,1.3481020805815007,9.974621254268722
fc,10.0,1.3,5.0,0.00017875234646136384,2,FC,1.348102079906993,9.97462125426872
fc,10.0,1.3,6.0,0.00017875234646130833,2,FC,1.3481020812068507,9.97462125426872
fc,10.0,1.3,7.0,0.0001787523464611973,2,FC,1.3481020800936214,9.974621254268722
fc,10.0,1.45,-0.25,,0,,,
fc,10.0,1.45,0.0,0.0012862072488976084,2,FC*,1.5977270751570865,9.952642140819515
fc,10.0,1.45,0.25,0.0013649030789222305,2,FC*,1.5534476107124011,9.973195972646199
fc,10.0,1.45,0.5,0.001391964953524727,2,FC*,1.5310519907163354,9.982770691444546
fc,10.0,1.45,0.75,0.0014054808220612114,2,FC*,1.5154977904109388,9.988669496634197
fc,10.0,1.45,1.0,5.6302679702552316e-05,2,FC,1.6065949643593749,9.952269244123478
fc,10.0,1.45,1.1,5.942090963279023e-05,2,FC,1.5962692155044897,9.955696644212733
fc,10.0,1.45,1.15,5.175682984825958e-05,2,FC,1.5838288455922709,9.957922087312292
fc,10.0,1.45,1.25,7.90355913516394e-05,2,FC,1.5758052754345302,9.960227462697997
fc,10.0,1.45,1.5,3.6359944941943834e-05,2,FC,1.5453333845359873,9.96647945916506
fc,10.0,1.45,1.75,3.357327223715845e-05,2,FC,1.5230075474540734,9.971743732012438
fc,10.0,1.45,2.0,5.630267970258007e-05,2,FC,1.507333116022392,9.975059958176884
fc,10.0,1.45,2.5,3.635994494216588e-05,2,FC,1.4931292926889763,9.977680307440178
fc,10.0,1.45,3.0,5.630267970241354e-05,2,FC,1.492406860466383,9.978266458330383
fc,10.0,1.45,4.0,5.630267970241354e-05,2,FC,1.4924068610371846,9.978266458330381
fc,10.0,1.45,5.0,5.630267970252456e-05,2,FC,1.4924068579619498,9.978266458330381
fc,10.0,1.45,6.0,5.630267970241354e-05,2,FC,1.4924068595287983,9.978266458330383
fc,10.0,1.45,7.0,5.6302679702441294e-05,2,FC,1.4924068577918703,9.978266458330385
fc,10.0,1.7,-0.25,,0,,,
fc,10.0,1.7,0.0,0.0006670916590025278,2,FC*,1.7948685423136543,9.973898153422972
fc,10.0,1.7,0.25,0.0007397066392001439,2,FC*,1.7650813875564415,9.984653413868571
fc,10.0,1.7,0.5,0.0005876710817825925,2,FC*,1.7383193819976825,9.990314663223977
fc,10.0,1.7,0.75,-0.00010099930274168334,2,FC,1.9088417768942842,9.952046289094525
fc,10.0,1.7,1.0,-8.03838925034217e-05,2,FC,1.8515643238033814,9.96282470693933
fc,10.0,1.7,1.1,-9.565299964203744e-05,2,FC,1.8306366692654588,9.967011929411196
fc,10.0,1.7,1.15,-8.450756908531809e-05,2,FC,1.8263866603464916,9.967137306636209
fc,10.0,1.7,1.25,-9.962058693840925e-05,2,FC,1.809026674461134,9.970102665006433
fc,10.0,1.7,1.5,-9.744765476338291e-05,2,FC,1.786532765534099,9.973309541398883
fc,10.0,1.7,1.75,-0.00010099930274162783,2,FC,1.76404535151213,9.97726032748168
fc,10.0,1.7,2.0,-8.038389250333844e-05,2,FC,1.7489699092270583,9.979575229197982
fc,10.0,1.7,2.5,-9.74476547633274e-05,2,FC,1.736000710827367,9.981256688484802
fc,10.0,1.7,3.0,-8.0383892503616e-05,2,FC,1.7350232999062332,9.981809158937875
fc,10.0,1.7,4.0,-8.038389250339395e-05,2,FC,1.7350233010568754,9.98180915893787
fc,10.0,1.7,5.0,-8.038389250347722e-05,2,FC,1.7350233016167633,9.981809158937871
fc,10.0,1.7,6.0,-8.038389250339395e-05,2,FC,1.7350233042047125,9.98180915893787
fc,10.0,1.7,7.0,-8.038389250347722e-05,2,FC,1.7350233005472913,9.981809158937871
fc,10.0,2.0,-0.25,,0,,,
fc,10.0,2.0,0.0,8.684404648601207e-05,2,FC*,1.9906533589770112,9.99709899608201
fc,10.0,2.0,0.25,0.00015172520259632005,2,FC*,2.0001852510208797,9.994294815052314
fc,10.0,2.0,0.5,0.00016961164394665995,2,FC*,2.0065067161561676,9.99343431361732
fc,10.0,2.0,0.75,-0.00020886195448957534,2,FC,2.1975044847801204,9.963579166545681
fc,10.0,2.0,1.0,-0.00019029418335944626,2,FC,2.134602930227479,9.971675687512931
fc,10.0,2.0,1.1,-0.00020173011120724893,2,FC,2.1235425326883344,9.973573442468597
fc,10.0,2.0,1.15,-0.00019400825346485573,2,FC,2.1088454069596194,9.97475140741954
fc,10.0,2.0,1.25,-0.00020529099019273023,2,FC,2.1007100331280615,9.975717600355615
fc,10.0,2.0,1.5,-0.0002043103530891266,2,FC,2.0708184335936366,9.978882181812448
fc,10.0,2.0,1.75,-0.0002088619544896586,2,FC,2.0495594728690705,9.981737525915417
fc,10.0,2.0,2.0,-0.00019029418335908543,2,FC,2.036013451025335,9.983241395229633
fc,10.0,2.0,2.5,-0.00020431035308901557,2,FC,2.024957242633967,9.984219282548892
fc,10.0,2.0,3.0,-0.00019029418335939075,2,FC,2.0237344123040986,9.984718891444933
fc,10.0,2.0,4.0,-0.00019029418335950177,2,FC,2.02373440849848,9.984718891444931
fc,10.0,2.0,5.0,-0.0001902941833594185,2,FC,2.023734413606107,9.984718891444935
fc,10.0,2.0,6.0,-0.0001902941833594185,2,FC,2.023734410494094,9.984718891444931
fc,10.0,2.0,7.0,-0.0001902941833594185,2,FC,2.0237344095716,9.984718891444931
fc,10.0,2.2,-0.25,,0,,,
fc,10.0,2.2,0.0,,0,,,
fc,10.0,2.2,0.25,-4.3441766624546796e-05,2,FC*,2.168013171856912,9.997034671344753
fc,10.0,2.2,0.5,-0.00016821201668587582,2,FC*,2.1688826894804967,9.995261192766824
fc,10.0,2.2,0.75,-0.0002573439607781447,2,FC,2.3865835698482565,9.968954662607063
fc,10.0,2.2,1.0,-0.0002398520791317138,2,FC,2.3350884178408915,9.974277868586924
fc,10.0,2.2,1.1,-0.00023488728135862003,2,FC,2.312100290184047,9.977279040529567
fc,10.0,2.2,1.15,-0.0002433507552673797,2,FC,2.307808372857285,9.976905119776767
fc,10.0,2.2,1.25,-0.00022235186686775377,2,FC,2.290466434571668,9.978935065491173
fc,10.0,2.2,1.5,-0.0002522104746718046,2,FC,2.2602775691561545,9.981325816198149
fc,10.0,2.2,1.75,-0.0002573439607781447,2,FC,2.2399442380159442,9.983688636256332
fc,10.0,2.2,2.0,-0.0002398520791319081,2,FC,2.23282175964946,9.984114993126536
fc,10.0,2.2,2.5,-0.0002522104746717768,2,FC,2.2174760523616905,9.985519675129357
fc,10.0,2.2,3.0,-0.00023985207913188034,2,FC,2.2203176362800754,9.98537548948725
fc,10.0,2.2,4.0,-0.0002398520791319636,2,FC,2.2203176352495833,9.98537548948725
fc,10.0,2.2,5.0,-0.00023985207913193585,2,FC,2.2203176474364272,9.985375489487254
fc,10.0,2.2,6.0,-0.0002398520791316583,2,FC,2.2203176518308734,9.98537548948725
fc,10.0,2.2,7.0,-0.00023985207913179707,2,FC,2.220317635065417,9.98537548948725
fc,10.0,2.6,-0.25,,0,,,
fc,10.0,2.6,0.0,,0,,,
fc,10.0,2.6,0.25,-0.00038136847268951946,2,FC*,2.487433129358304,10.00087379083175
fc,10.0,2.6,0.5,-0.0004910352589300726,2,FC*,2.5141160248188665,9.99616030282418
fc,10.0,2.6,0.75,-0.0003216134077298205,2,FC,2.7697645930611947,9.975550423419033
fc,10.0,2.6,1.0,-0.00030579526151272574,2,FC,2.701738931105514,9.98036867031723
fc,10.0,2.6,1.1,-0.00030295957665588125,2,FC,2.6929584946227685,9.981664249082657
fc,10.0,2.6,1.15,-0.0003089585418865892,2,FC,2.676904588495024,9.982066244678947
fc,10.0,2.6,1.25,-0.00028997660007648585,2,FC,2.6730458319642616,9.982544615276886
fc,10.0,2.6,1.5,-0.0002899974887655976,2,FC,2.6454236425964117,9.984167678850444
fc,10.0,2.6,1.75,-0.000321613407729876,2,FC,2.6242462323955853,9.985885510557512
fc,10.0,2.6,2.0,-0.00030579526151272574,2,FC,2.6127735921508752,9.986618120603087
fc,10.0,2.6,2.5,-0.00028999748876556986,2,FC,2.6059238740213253,9.987035028383698
fc,10.0,2.6,3.0,-0.00030579526151272574,2,FC,2.6025190480382876,9.987402109933182
fc,10.0,2.6,4.0,-0.0003057952615128645,2,FC,2.602519040248965,9.987402109933184
fc,10.0,2.6,5.0,-0.00030579526151289227,2,FC,2.6025190402076914,9.987402109933186
fc,10.0,2.6,6.0,-0.000305795261512698,2,FC,2.6025190457282,9.987402109933182
fc,10.0,2.6,7.0,-0.00030579526151253145,2,FC,2.60251904290417,9.987402109933178
fc,10.0,3.0,-0.25,,0,,,
fc,10.0,3.0,0.0,,0,,,
fc,10.0,3.0,0.25,-0.000671530384507707,2,FC*,2.786241791423544,10.003256601434597
fc,10.0,3.0,0.5,-0.0006649415666023784,2,FC*,2.8641799466142874,9.996067614175024
fc,10.0,3.0,0.75,-0.0003414210660757644,2,FC,3.1399560062376315,9.980331758204038
fc,10.0,3.0,1.0,-0.0003381887606919154,2,FC,3.0909726965950606,9.982679518858667
fc,10.0,3.0,1.1,-0.00034709716189951223,2,FC,3.066004662706407,9.984701759002414
fc,10.0,3.0,1.15,-0.0003292408313487205,2,FC,3.0667713145884257,9.983982601373508
fc,10.0,3.0,1.25,-0.0003342124908830846,2,FC,3.048631411794844,9.985121758193676
fc,10.0,3.0,1.5,-0.00033522314202003023,2,FC,3.023690788847054,9.986150496600441
fc,10.0,3.0,1.75,-0.0003414210660755701,2,FC,3.0056637982658505,9.987529911090453
fc,10.0,3.0,2.0,-0.0003381887606918599,2,FC,3.001692448847857,9.987436650384911
fc,10.0,3.0,2.5,-0.00033522314202014125,2,FC,2.989100134786727,9.988116928464851
fc,10.0,3.0,3.0,-0.0003381887606919709,2,FC,2.9913982810510515,9.988047091809513
fc,10.0,3.0,4.0,-0.0003381887606917766,2,FC,2.991398298561145,9.98804709180951
fc,10.0,3.0,5.0,-0.0003381887606918321,2,FC,2.991398287102731,9.988047091809513
fc,10.0,3.0,6.0,-0.00033818876069180437,2,FC,2.991398273139245,9.988047091809513
fc,10.0,3.0,7.0,-0.0003381887606918599,2,FC,2.991398317252945,9.988047091809513
fc,10.0,4.0,-0.25,,0,,,
fc,10.0,4.0,0.0,,0,,,
fc,10.0,4.0,0.25,-0.000949401412419254,2,FC*,3.572889464151303,10.002616551187053
fc,10.0,4.0,0.5,-0.00037590284514288363,2,FC,4.197893073468185,9.981425976198562
fc,10.0,4.0,0.75,-0.00038297162435471654,2,FC,4.099529687933317,9.984837519833754
fc,10.0,4.0,1.0,-0.00038675745642519077,2,FC,4.030322945669175,9.986662482007254
fc,10.0,4.0,1.1,-0.0003865054777464627,2,FC,4.0067347164064575,9.988156481382322
fc,10.0,4.0,1.15,-0.00038933737863486306,2,FC,4.009132788596337,9.987276824040638
fc,10.0,4.0,1.25,-0.00037386573205874796,2,FC,3.994468713809212,9.988047148799062
fc,10.0,4.0,1.5,-0.0003759028451429114,2,FC,3.973631371718543,9.988397769393753
fc,10.0,4.0,1.75,-0.00038297162435477206,2,FC,3.9675261890792273,9.988885828879859
fc,10.0,4.0,2.0,-0.00038675745642532955,2,FC,3.9557799736480836,9.989037859563641
fc,10.0,4.0,2.5,-0.00037590284514293915,2,FC,3.946284463840339,9.989368487358085
fc,10.0,4.0,3.0,-0.00038675745642532955,2,FC,3.947410157385711,9.989351490109597
fc,10.0,4.0,4.0,-0.0003867574564253018,2,FC,3.9474101330628244,9.989351490109597
fc,10.0,4.0,5.0,-0.0003867574564252463,2,FC,3.947410424162325,9.989351490109595
fc,10.0,4.0,6.0,-0.00038675745642513526,2,FC,3.947410429539831,9.989351490109593
fc,10.0,4.0,7.0,-0.0003867574564253018,2,FC,3.947410145375086,9.989351490109597
fc,10.0,6.0,-0.25,,0,,,
fc,10.0,6.0,0.0,,0,,,
fc,10.0,6.0,0.25,-0.0010828771516609714,2,FC*,5.165634300766241,9.998735815226347
fc,10.0,6.0,0.5,-0.0004010771099366983,2,FC,6.021596334298485,9.987358449576988
fc,10.0,6.0,0.75,-0.0004207482862949863,2,FC,5.946795461864301,9.988628307119352
fc,10.0,6.0,1.0,-0.0004093597439522034,2,FC,5.893304869827,9.98923377360482
fc,10.0,6.0,1.1,-0.00041044974633783204,2,FC,5.868834797722649,9.99034939115623
fc,10.0,6.0,1.15,-0.0004116348343539411,2,FC,5.877668990750269,9.989443166498134
fc,10.0,6.0,1.25,-0.0003979964258617741,2,FC,5.865479176559873,9.989923577433288
fc,10.0,6.0,1.5,-0.00040107710993680934,2,FC,5.850273108687005,9.989841881347356
fc,10.0,6.0,1.75,-0.00042074828629501404,2,FC,5.844147390103996,9.990178761638994
fc,10.0,6.0,2.0,-0.00040935974395217567,2,FC,5.838769670242429,9.990134636549222
fc,10.0,6.0,2.5,-0.0004010771099366428,2,FC,5.833460929941873,9.990199745081606
fc,10.0,6.0,3.0,-0.0004093597439520924,2,FC,5.833468566042068,9.990258481104181
fc,10.0,6.0,4.0,-0.0004093597439522312,2,FC,5.833468564894699,9.990258481104185
fc,10.0,6.0,5.0,-0.0004093597439520924,2,FC,5.833469007511072,9.990258481104181
fc,10.0,6.0,6.0,-0.0004093597439521479,2,FC,5.833468880285144,9.990258481104181
fc,10.0,6.0,7.0,-0.0004093597439523422,2,FC,5.833468802143557,9.990258481104185
fc,10.0,10.0,-0.25,,0,,,
fc,10.0,10.0,0.0,,0,,,
fc,10.0,10.0,0.25,-0.0011810775947189156,2,FC*,8.116870363803958,9.995380792622614
fc,10.0,10.0,0.5,-0.0004121636547941565,2,FC,9.61541335816105,9.989677565241802
fc,10.0,10.0,0.75,-0.0004282910363878345,2,FC,9.511029107119885,9.990560653651475
fc,10.0,10.0,1.0,-0.0004181618385086239,2,FC,9.49043254733465,9.990530334331082
fc,10.0,10.0,1.1,-0.0004204745828033929,2,FC,9.495312501123122,9.991223710824402
fc,10.0,10.0,1.15,-0.0004201822128925836,2,FC,9.484601400698452,9.990559844160646
fc,10.0,10.0,1.25,-0.00040809163492502853,2,FC,9.508780312053657,9.990681216668627
fc,10.0,10.0,1.5,-0.0004121636547940455,2,FC,9.499213674874865,9.990421143688046
fc,10.0,10.0,1.75,-0.00042829103638789,2,FC,9.471156946917972,9.990912264124642
fc,10.0,10.0,2.0,-0.0004181618385085961,2,FC,9.479100878955485,9.990725871179986
fc,10.0,10.0,2.5,-0.0004121636547940455,2,FC,9.497268738099866,9.9905402663576
fc,10.0,10.0,3.0,-0.0004181618385086239,2,FC,9.482004966897616,9.990753303832916
fc,10.0,10.0,4.0,-0.00041816183850876265,2,FC,9.482005431304646,9.990753303832918
fc,10.0,10.0,5.0,-0.0004181618385087349,2,FC,9.4820070688383,9.990753303832918
fc,10.0,10.0,6.0,-0.0004181618385085406,2,FC,9.482006772326347,9.990753303832914
fc,10.0,10.0,7.0,-0.0004181618385085406,2,FC,9.482004436823111,9.990753303832914
sc,2.0,0.4,-0.25,,0,,,
sc,2.0,0.4,0.0,,0,,,
sc,2.0,0.4,0.25,,0,,,
sc,2.0,0.4,0.5,,0,,,
sc,2.0,0.4,0.75,,0,,,
sc,2.0,0.4,1.0,,0,,,
sc,2.0,0.4,1.1,,0,,,
sc,2.0,0.4,1.15,,0,,,
sc,2.0,0.4,1.25,,0,,,
sc,2.0,0.4,1.5,,0,,,
sc,2.0,0.4,1.75,,0,,,
sc,2.0,0.4,2.0,,0,,,
sc,2.0,0.4,2.5,,0,,,
sc,2.0,0.4,3.0,,0,,,
sc,2.0,0.4,4.0,,0,,,
sc,2.0,0.4,5.0,,0,,,
sc,2.0,0.4,6.0,,0,,,
sc,2.0,0.4,7.0,,0,,,
sc,2.0,0.6,-0.25,,0,,,
sc,2.0,0.6,0.0,,0,,,
sc,2.0,0.6,0.25,,0,,,
sc,2.0,0.6,0.5,,0,,,
sc,2.0,0.6,0.75,,0,,,
sc,2.0,0.6,1.0,,0,,,
sc,2.0,0.6,1.1,,0,,,
sc,2.0,0.6,1.15,,0,,,
sc,2.0,0.6,1.25,,0,,,
sc,2.0,0.6,1.5,,0,,,
sc,2.0,0.6,1.75,,0,,,
sc,2.0,0.6,2.0,,0,,,
sc,2.0,0.6,2.5,,0,,,
sc,2.0,0.6,3.0,,0,,,
sc,2.0,0.6,4.0,,0,,,
sc,2.0,0.6,5.0,,0,,,
sc,2.0,0.6,6.0,,0,,,
sc,2.0,0.6,7.0,,0,,,
sc,2.0,0.7,-0.25,,0,,,
sc,2.0,0.7,0.0,,0,,,
sc,2.0,0.7,0.25,,0,,,
sc,2.0,0.7,0.5,,0,,,
sc,2.0,0.7,0.75,,0,,,
sc,2.0,0.7,1.0,,0,,,
sc,2.0,0.7,1.1,,0,,,
sc,2.0,0.7,1.15,,0,,,
sc,2.0,0.7,1.25,,0,,,
sc,2.0,0.7,1.5,,0,,,
sc,2.0,0.7,1.75,,0,,,
sc,2.0,0.7,2.0,,0,,,
sc,2.0,0.7,2.5,,0,,,
sc,2.0,0.7,3.0,,0,,,
sc,2.0,0.7,4.0,,0,,,
sc,2.0,0.7,5.0,,0,,,
sc,2.0,0.7,6.0,,0,,,
sc,2.0,0.7,7.0,,0,,,
sc,2.0,0.8,-0.25,,0,,,
sc,2.0,0.8,0.0,,0,,,
sc,2.0,0.8,0.25,,0,,,
sc,2.0,0.8,0.5,,0,,,
sc,2.0,0.8,0.75,,0,,,
sc,2.0,0.8,1.0,,0,,,
sc,2.0,0.8,1.1,,0,,,
sc,2.0,0.8,1.15,,0,,,
sc,2.0,0.8,1.25,,0,,,
sc,2.0,0.8,1.5,,0,,,
sc,2.0,0.8,1.75,,0,,,
sc,2.0,0.8,2.0,,0,,,
sc,2.0,0.8,2.5,,0,,,
sc,2.0,0.8,3.0,,0,,,
sc,2.0,0.8,4.0,,0,,,
sc,2.0,0.8,5.0,,0,,,
sc,2.0,0.8,6.0,,0,,,
sc,2.0,0.8,7.0,,0,,,
sc,2.0,0.9,-0.25,,0,,,
sc,2.0,0.9,0.0,,0,,,
sc,2.0,0.9,0.25,,0,,,
sc,2.0,0.9,0.5,,0,,,
sc,2.0,0.9,0.75,,0,,,
sc,2.0,0.9,1.0,,0,,,
sc,2.0,0.9,1.1,,0,,,
sc,2.0,0.9,1.15,,0,,,
sc,2.0,0.9,1.25,,0,,,
sc,2.0,0.9,1.5,,0,,,
sc,2.0,0.9,1.75,,0,,,
sc,2.0,0.9,2.0,,0,,,
sc,2.0,0.9,2.5,,0,,,
sc,2.0,0.9,3.0,,0,,,
sc,2.0,0.9,4.0,,0,,,
sc,2.0,0.9,5.0,,0,,,
sc,2.0,0.9,6.0,,0,,,
sc,2.0,0.9,7.0,,0,,,
sc,2.0,1.0,-0.25,,0,,,
sc,2.0,1.0,0.0,,0,,,
sc,2.0,1.0,0.25,,0,,,
sc,2.0,1.0,0.5,,0,,,
sc,2.0,1.0,0.75,,0,,,
sc,2.0,1.0,1.0,,0,,,
sc,2.0,1.0,1.1,,0,,,
sc,2.0,1.0,1.15,,0,,,
sc,2.0,1.0,1.25,,0,,,
sc,2.0,1.0,1.5,,0,,,
sc,2.0,1.0,1.75,,0,,,
sc,2.0,1.0,2.0,,0,,,
sc,2.0,1.0,2.5,,0,,,
sc,2.0,1.0,3.0,,0,,,
sc,2.0,1.0,4.0,,0,,,
sc,2.0,1.0,5.0,,0,,,
sc,2.0,1.0,6.0,,0,,,
sc,2.0,1.0,7.0,,0,,,
sc,2.0,1.1,-0.25,,0,,,
sc,2.0,1.1,0.0,,0,,,
sc,2.0,1.1,0.25,,0,,,
sc,2.0,1.1,0.5,,0,,,
sc,2.0,1.1,0.75,,0,,,
sc,2.0,1.1,1.0,,0,,,
sc,2.0,1.1,1.1,,0,,,
sc,2.0,1.1,1.15,,0,,,
sc,2.0,1.1,1.25,,0,,,
sc,2.0,1.1,1.5,,0,,,
sc,2.0,1.1,1.75,,0,,,
sc,2.0,1.1,2.0,,0,,,
sc,2.0,1.1,2.5,,0,,,
sc,2.0,1.1,3.0,,0,,,
sc,2.0,1.1,4.0,,0,,,
sc,2.0,1.1,5.0,,0,,,
sc,2.0,1.1,6.0,,0,,,
sc,2.0,1.1,7.0,,0,,,
sc,2.0,1.2,-0.25,,0,,,
sc,2.0,1.2,0.0,,0,,,
sc,2.0,1.2,0.25,,0,,,
sc,2.0,1.2,0.5,,0,,,
sc,2.0,1.2,0.75,,0,,,
sc,2.0,1.2,1.0,,0,,,
sc,2.0,1.2,1.1,-0.08505799449002793,1,SC,1.0167142424588174,2.2369744527964786
sc,2.0,1.2,1.15,,0,,,
sc,2.0,1.2,1.25,-0.08539278496085015,1,SC,1.0261357463519216,2.2411108505172455
sc,2.0,1.2,1.5,-0.0837172615974566,1,SC,1.0479135581994585,2.24201799128541
sc,2.0,1.2,1.75,,0,,,
sc,2.0,1.2,2.0,,0,,,
sc,2.0,1.2,2.5,-0.0837172615974563,1,SC,1.0851118944788711,2.250366025379912
sc,2.0,1.2,3.0,,0,,,
sc,2.0,1.2,4.0,,0,,,
sc,2.0,1.2,5.0,,0,,,
sc,2.0,1.2,6.0,,0,,,
sc,2.0,1.2,7.0,,0,,,
sc,2.0,1.3,-0.25,,0,,,
sc,2.0,1.3,0.0,,0,,,
sc,2.0,1.3,0.25,,0,,,
sc,2.0,1.3,0.5,,0,,,
