depth,s1,off,a_edge,bias,n,bias_spread,regime
5.0,1.2,1.35,1.220800331949972,0.007358766693628523,3,0.00242094290578454,FC
5.0,1.4,-0.25,0.6104464815285273,0.007704220448955727,3,0.002814643790338356,VFC
5.0,1.4,0.0,0.6868331720531797,0.008686692391433048,3,0.0030466065800327513,FC*
5.0,1.4,0.25,0.7921369785547024,0.009837238498009548,3,0.0033065696911025455,FC*
5.0,1.4,0.5,0.9166663966429275,0.011193403925131943,3,0.003598863704735833,FC*
5.0,1.4,0.75,1.0411958147311522,0.011773133529983068,3,0.004116621100744622,FC*
5.0,1.4,1.0,1.1464996212326752,0.003285681688528016,3,0.0027362168356653838,FC
5.0,1.4,1.35,1.2453893564998364,0.004077005816706632,3,0.0028948697356290243,FC
5.0,1.7,-0.25,0.5809599534693735,0.0051992559366456454,3,0.0029203836669556837,VFC
5.0,1.7,0.0,0.6566139051040895,0.005237068572296814,3,0.003278967980681169,FC*
5.0,1.7,0.25,0.7722943705601802,0.005999607821311296,3,0.0035762830833870884,FC*
5.0,1.7,0.5,0.9166663966429275,0.006097324388468772,3,0.004062247625105431,FC*
5.0,1.7,0.75,1.061038422725674,0.0010837049448365055,3,0.0021902012504503854,FC
5.0,1.7,1.0,1.1767188881817647,0.0013375138015640127,3,0.002492356028898468,FC
5.0,1.7,1.35,1.2725341879867296,0.0015996867343561576,3,0.003506116196196285,FC
5.0,2.0,-0.25,0.5596419592212664,0.002529233286734156,3,0.0031668454787993072,VFC
5.0,2.0,0.0,0.632134107434878,0.0029402843896024398,3,0.003455571762972065,FC*
5.0,2.0,0.25,0.7550718827177213,0.003430606427012761,3,0.0037837064152196342,FC*
5.0,2.0,0.5,0.9166663966429279,0.0040198006653755875,3,0.004158222404924583,FC*
5.0,2.0,0.75,1.0782609105681338,0.00013446322746833253,3,0.0023963291226637984,FC
5.0,2.0,1.0,1.2011986858509747,0.00010932137335016116,3,0.0030767740763641416,FC
5.0,2.0,1.35,1.291115462762848,0.000280624266007871,3,0.003967571302920803,FC
5.0,2.5,-0.25,0.5364069202510352,0.0001732111980756549,3,0.003389952020723508,VFC
5.0,2.5,0.0,0.601297979516534,0.0012063353734641884,3,0.0035360799109184216,VFC
5.0,2.5,0.25,0.7315461588726068,0.0009435849303773095,3,0.003988958770161588,FC*
