depth,s1,off,a_edge,bias,n,bias_spread,regime
7.0,1.4,0.0,0.686833441539442,0.004399587616301844,3,0.0016400956298862068,FC*
7.0,1.4,0.25,0.7921372480409659,0.004842150405186392,3,0.0017433179930654852,FC*
7.0,1.4,0.5,0.9166666661291902,0.005342187332174397,3,0.001856071075386878,FC*
7.0,1.4,0.75,1.0411960842174162,0.005414095574734453,3,0.0020409366970589593,FC*
7.0,1.4,1.0,1.14649989071894,0.00108509217630548,3,0.0008638255070781975,FC
7.0,1.4,1.35,1.2453896259860995,0.0012546263342397095,3,0.001239221858863493,FC
7.0,1.7,-0.25,0.5809602229556362,0.002693202009384721,3,0.0015879334492222563,VFC
7.0,1.7,0.0,0.6566141745903532,0.002632074965735106,3,0.0017285471228321025,FC*
7.0,1.7,0.25,0.7722946400464439,0.0029268265241137645,3,0.0018427101010954905,FC*
7.0,1.7,0.5,0.916666666129191,0.002869636873828981,3,0.002018217146884327,FC*
7.0,1.7,0.75,1.0610386922119375,0.00041438150771990384,3,0.0008319884883631334,FC
7.0,1.7,1.0,1.1767191576680285,0.0004846894475480368,3,0.0009044889808560996,FC
7.0,1.7,1.35,1.2725344574729947,0.0004970831443827558,3,0.0010565466188160455,FC
7.0,2.0,-0.25,0.5596422287075289,0.0012975294070621812,3,0.0016819271798476088,VFC
7.0,2.0,0.0,0.632134376921141,0.0014662544363206464,3,0.00179335726613028,FC*
7.0,2.0,0.25,0.7550721522039847,0.0016588390071680115,3,0.001915905349183733,FC*
7.0,2.0,0.5,0.9166666661291912,0.0018794282853212458,3,0.002051050926016873,FC*
7.0,2.0,0.75,1.0782611800543973,9.88592347235806e-05,3,0.0008493043248131715,FC
7.0,2.0,1.0,1.201198955337239,0.00013268855879979466,3,0.0009255213686231722,FC
7.0,2.0,1.35,1.2911157322491131,5.221769896076219e-05,3,0.0012257930907344505,FC
7.0,2.5,-0.25,0.5364071897372963,8.205221846246946e-05,3,0.0017650657315654295,VFC
7.0,2.5,0.0,0.6012982490027965,0.0005920339505160651,3,0.0018220568059944542,VFC
7.0,2.5,0.25,0.7315464283588698,0.00044348990067631194,3,0.0019863741309358862,FC*
7.0,2.5,0.5,0.9166666661291917,0.0005489760615678777,3,0.0021314129003216498,FC*
7.0,2.5,0.75,1.1017869038995116,-0.00017854785708903975,3,0.0009503143082316146,FC
7.0,2.5,1.0,1.2320350832555838,-0.0002548405556345168,3,0.0010633349769446632,FC
7.0,2.5,1.35,1.309997118690885,-0.00024532217389207817,3,0.001206316365028326,FC
